system:index,B11,B12,B2,B3,B4,B5,B6,B7,B8,NDVI,class,.geo
2_19_0,0.2417,0.1255,0.0496,0.0758,0.0642,0.1343,0.2467,0.3157,0.3421,0.68397737,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.63144405936869,32.75001506043801]}"
2_20_0,0.22055,0.12845,0.0571,0.08125,0.06835,0.1132,0.2341,0.28025,0.2908,0.6193791,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.62892877657316,32.74983539738119]}"
2_21_0,0.2418,0.1615,0.0675,0.0918,0.0749,0.1334,0.227,0.3095,0.3212,0.6218127,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.62874911351634,32.76654406166581]}"
2_22_0,0.2339,0.1823,0.0733,0.1086,0.1058,0.1447,0.28,0.3032,0.3149,0.49702877,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.58275537096941,32.86347228082231]}"
2_23_0,0.2416,0.1885,0.0766,0.1032,0.1176,0.1437,0.2661,0.3035,0.2989,0.43529412,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.57565868022488,32.86032817732789]}"
2_24_0,0.2322,0.1813,0.0621,0.094,0.0916,0.128,0.2539,0.3084,0.3089,0.5425718,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.5909300400549,32.85871120981648]}"
2_25_0,0.2009,0.119,0.0591,0.0844,0.0748,0.121,0.241,0.2954,0.3218,0.62279373,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.34398316845045,33.07340856272104]}"
2_26_0,0.26475,0.2072,0.07605,0.1077,0.1313,0.1541,0.22315,0.2483,0.2652,0.3377049,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.34407299997886,33.072779742022156]}"
2_27_0,0.2054,0.1319,0.0621,0.0868,0.0858,0.1255,0.2294,0.2801,0.2964,0.55102044,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.34425266303568,33.07565435093134]}"
2_28_0,0.1929,0.1362,0.0632,0.0894,0.0869,0.1224,0.228,0.2859,0.3088,0.5607784,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[112.34910356556993,33.07439670953357]}"
2_29_0,0.2501,0.1837,0.0575,0.0876,0.1108,0.1501,0.2411,0.3008,0.3285,0.49556112,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.11752245960577,32.836253327713486]}"
2_30_0,0.19665,0.12245,0.0561,0.0776,0.08125,0.11935,0.23295,0.2971,0.3007,0.57455164,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.10422739340079,32.82637185958817]}"
2_31_0,0.26885,0.1936,0.06015,0.0823,0.08735,0.1563,0.2488,0.3151,0.3488,0.5994497,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.09928665933813,32.827449837929116]}"
2_32_0,0.24265,0.1303,0.0585,0.08775,0.0736,0.1354,0.2734,0.35125,0.3619,0.6619977,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.10090362684956,32.82780916404276]}"
2_33_0,0.2448,0.1606,0.0525,0.0819,0.0803,0.1312,0.257,0.3126,0.306,0.58426094,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.0673964667519,32.83966692579314]}"
2_34_0,0.2276,0.1327,0.0486,0.0778,0.0927,0.1322,0.2611,0.3607,0.3871,0.613589,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.05661668334247,32.840026251906785]}"
2_35_0,0.23435,0.154,0.05625,0.0798,0.08655,0.13905,0.25805,0.32655,0.3545,0.6075275,1,"{""geodesic"":false,""type"":""Point"",""coordinates"":[113.0223908710175,32.85511794868]}"
